 nmt =               50
 dmf =      T
 dff =      F
 vgr =       0.100000001    
 lde =       0.899999976    
 theta =     0.500000000    
 sigma =     0.500000000    
 ssr =                1
 dr =        0.300000012    
 mr =         9.99999978E-03
 spdispr =           30
 gs =               300
 ini =            60000
 ngen =            1000
 Myseed =         84563
 nmap =            1000
 beta =       1.20000005    
 Gen nind ndea nveg nspo num_mat veg_1 spo_1 mat_1 veg_2 spo_2 mat_2
   645 24894  7178  4420  2630    45  0.068 0.196 0.736 0.049 0.155 0.796
   650 24874  6988  4274  2774    45  0.068 0.195 0.737 0.049 0.155 0.796
   655 24997  7050  4409  2717    45  0.068 0.194 0.738 0.050 0.155 0.795
   660 24986  7139  4361  2800    45  0.067 0.193 0.740 0.049 0.155 0.796
   665 24716  7040  4293  2662    45  0.068 0.192 0.740 0.049 0.156 0.795
   670 24604  7028  4307  2578    45  0.068 0.191 0.741 0.049 0.156 0.795
   675 24191  6792  4202  2624    45  0.066 0.189 0.744 0.049 0.154 0.796
   680 24024  6804  4283  2461    45  0.066 0.189 0.745 0.048 0.154 0.798
   685 23758  6656  4220  2487    45  0.065 0.187 0.747 0.049 0.154 0.798
   690 23645  6828  4249  2453    44  0.065 0.187 0.748 0.049 0.154 0.798
   695 23285  6788  4185  2373    44  0.064 0.186 0.750 0.048 0.153 0.799
   700 23376  6558  4116  2394    43  0.064 0.185 0.750 0.048 0.153 0.799
   705 23227  6616  4175  2475    43  0.064 0.185 0.751 0.048 0.153 0.798
   710 23728  6736  4188  2419    43  0.065 0.185 0.750 0.049 0.153 0.799
   715 24094  6661  4261  2566    43  0.064 0.184 0.752 0.048 0.153 0.799
   720 23615  6947  4122  2449    43  0.065 0.184 0.751 0.048 0.151 0.801
   725 23753  6659  4355  2466    43  0.063 0.183 0.753 0.047 0.150 0.803
   730 23620  6714  4311  2421    43  0.063 0.183 0.754 0.047 0.151 0.801
   735 23025  6667  4200  2245    43  0.063 0.182 0.755 0.047 0.150 0.804
   740 23057  6628  4149  2424    43  0.062 0.181 0.756 0.047 0.148 0.805
   745 23101  6728  4211  2321    43  0.063 0.181 0.757 0.047 0.148 0.805
   750 23217  6478  4134  2425    43  0.064 0.181 0.755 0.047 0.148 0.805
   755 22994  6638  4115  2326    43  0.063 0.180 0.757 0.047 0.148 0.805
   760 22905  6529  4248  2238    43  0.062 0.178 0.760 0.047 0.148 0.805
   765 22845  6493  4255  2291    43  0.062 0.177 0.761 0.047 0.147 0.806
   770 22923  6402  4252  2267    43  0.062 0.176 0.762 0.047 0.147 0.806
   775 22575  6342  4149  2245    43  0.062 0.176 0.762 0.047 0.146 0.807
   780 22463  6381  4221  2236    42  0.061 0.175 0.764 0.048 0.146 0.806
   785 22656  6341  4274  2260    42  0.062 0.175 0.763 0.048 0.146 0.806
   790 22374  6460  4005  2286    42  0.062 0.176 0.763 0.048 0.146 0.806
   795 22349  6320  4061  2228    42  0.062 0.175 0.763 0.048 0.145 0.807
   800 22281  6338  4165  2228    42  0.062 0.174 0.763 0.047 0.145 0.807
   805 22153  6356  4203  2233    42  0.062 0.174 0.764 0.048 0.145 0.808
   810 21988  6245  4213  2177    42  0.062 0.173 0.765 0.047 0.144 0.808
   815 21987  6291  3999  2165    41  0.062 0.173 0.766 0.047 0.145 0.809
   820 22114  6366  4100  2210    41  0.061 0.172 0.766 0.047 0.144 0.809
   825 21822  6116  3993  2106    41  0.061 0.173 0.766 0.047 0.144 0.810
   830 21809  6180  4056  2117    41  0.061 0.172 0.767 0.046 0.144 0.810
   835 21837  6108  4084  2104    41  0.061 0.172 0.767 0.046 0.143 0.810
   840 22066  6222  4165  2157    41  0.061 0.171 0.768 0.047 0.144 0.809
   845 21884  6285  4093  2093    41  0.060 0.171 0.769 0.047 0.144 0.809
   850 21891  6206  4118  2013    41  0.060 0.171 0.769 0.046 0.143 0.811
   855 21478  6276  4032  2036    41  0.061 0.170 0.769 0.046 0.143 0.811
   860 21538  6148  4025  2114    41  0.060 0.170 0.770 0.046 0.143 0.810
   865 22004  6271  4168  2107    41  0.060 0.170 0.770 0.047 0.144 0.810
   870 21629  6176  4066  2070    41  0.060 0.168 0.772 0.046 0.143 0.811
   875 21811  5994  4135  2098    41  0.060 0.169 0.772 0.046 0.143 0.812
   880 21201  6203  3997  1982    41  0.060 0.168 0.772 0.046 0.141 0.813
   885 21139  6178  4032  1988    41  0.060 0.168 0.772 0.046 0.141 0.813
   890 21167  6025  4051  2050    41  0.060 0.167 0.773 0.047 0.142 0.811
   895 21547  6055  4087  2170    41  0.060 0.167 0.774 0.046 0.142 0.812
   900 21111  5967  3998  1928    41  0.060 0.166 0.774 0.046 0.141 0.813
   905 21002  5961  3910  1958    41  0.059 0.166 0.775 0.046 0.140 0.814
   910 21143  6037  4035  1974    41  0.059 0.166 0.775 0.046 0.140 0.814
   915 21361  5905  4031  1968    41  0.059 0.165 0.777 0.047 0.140 0.813
   920 21196  6155  3952  2039    41  0.059 0.164 0.778 0.046 0.139 0.815
   925 20978  5974  4091  1980    41  0.058 0.162 0.779 0.046 0.139 0.816
   930 21000  6048  4041  1900    41  0.058 0.162 0.779 0.046 0.139 0.816
   935 20497  5920  3868  1847    41  0.058 0.162 0.780 0.046 0.139 0.815
   940 20514  5910  3995  1911    40  0.058 0.163 0.780 0.046 0.138 0.816
   945 20396  5657  4004  1900    40  0.057 0.162 0.781 0.045 0.138 0.818
   950 20287  5771  3905  1828    40  0.057 0.162 0.781 0.044 0.138 0.818
   955 20151  5829  3945  1823    40  0.057 0.162 0.781 0.044 0.137 0.819
   960 20467  5789  3997  1899    40  0.057 0.161 0.782 0.045 0.138 0.817
   965 20133  5741  3854  1796    40  0.057 0.161 0.782 0.044 0.137 0.819
   970 19896  5775  3817  1796    40  0.056 0.161 0.782 0.045 0.137 0.818
   975 19913  5731  3898  1812    40  0.057 0.162 0.782 0.045 0.137 0.818
   980 20036  5726  3957  1842    40  0.057 0.161 0.782 0.044 0.136 0.820
   985 19777  5797  3891  1850    40  0.057 0.161 0.782 0.044 0.136 0.819
   990 20131  5628  3963  1804    40  0.056 0.161 0.783 0.045 0.137 0.819
   995 20609  5914  3981  1881    40  0.056 0.159 0.785 0.045 0.136 0.819
  1000 20238  5902  4028  1777    40  0.056 0.159 0.785 0.045 0.136 0.819
