 nmt =               50
 dmf =      T
 dff =      F
 vgr =       0.349999994    
 lde =       0.949999988    
 theta =     0.500000000    
 sigma =     0.500000000    
 ssr =                1
 dr =        0.300000012    
 mr =         9.99999978E-03
 spdispr =           30
 gs =               300
 ini =            60000
 ngen =            1000
 Myseed =         84563
 nmap =            1000
 Gen nind ndea nveg nspo num_mat veg_1 spo_1 mat_1 veg_2 spo_2 mat_2
   910 57850 16643 11782  4883    45  0.317 0.198 0.485 0.082 0.055 0.863
   915 58030 16537 11832  4831    44  0.316 0.197 0.487 0.084 0.056 0.860
   920 58233 16590 11802  4846    44  0.316 0.197 0.487 0.084 0.055 0.861
   925 58181 16441 11666  4834    44  0.316 0.197 0.487 0.083 0.055 0.862
   930 58054 16563 11762  4835    44  0.316 0.197 0.487 0.083 0.055 0.862
   935 57690 16566 11729  4722    44  0.316 0.195 0.488 0.083 0.055 0.862
   940 58108 16563 11643  4809    44  0.317 0.195 0.488 0.083 0.054 0.862
   945 57959 16665 11836  4829    44  0.317 0.196 0.487 0.083 0.055 0.862
   950 57647 16706 11628  4786    44  0.316 0.195 0.489 0.085 0.055 0.860
   955 58068 16661 11682  4850    44  0.317 0.195 0.488 0.085 0.055 0.860
   960 57738 16564 11696  4800    44  0.316 0.194 0.490 0.085 0.056 0.859
   965 58006 16634 11770  4826    44  0.316 0.195 0.490 0.084 0.055 0.861
   970 57994 16584 11767  4974    44  0.315 0.194 0.491 0.084 0.055 0.861
   975 58082 16579 11909  4765    44  0.314 0.194 0.492 0.084 0.055 0.862
   980 57881 16545 11724  4849    44  0.314 0.194 0.493 0.084 0.055 0.861
   985 57836 16594 11653  4806    44  0.315 0.194 0.491 0.087 0.057 0.855
   990 57607 16643 11912  4746    44  0.315 0.194 0.491 0.087 0.057 0.856
   995 57903 16440 11676  4715    44  0.315 0.193 0.491 0.087 0.057 0.856
  1000 57932 16616 11918  4813    44  0.315 0.193 0.492 0.089 0.058 0.853
